UID,Row_ID,Data citation,Full citation,Region,Region Label,URL,Tephra,Volcanic Zone,Volcanic source,Site,Depth,Sample_ID,Point_ID,UMAP_VARG25_2D_1,UMAP_VARG25_2D_2
2237,2237,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-K,,Aso Caldera (+ACP),,,ITJ243,,-4.962078094,3.235354185
2238,2238,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-K,,Aso Caldera (+ACP),,,ITJ243,,-5.018172741,3.190836191
2239,2239,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-K,,Aso Caldera (+ACP),,,ITJ243,,-5.01390934,3.198376417
2240,2240,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ243,,-4.763437748,3.187802076
2241,2241,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-K,,Aso Caldera (+ACP),,,ITJ243,,-4.99457407,3.218909264
2242,2242,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-K,,Aso Caldera (+ACP),,,ITJ243,,-4.943778992,3.250912428
2243,2243,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ243,,-4.963773727,3.23609376
2244,2244,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-K,,Aso Caldera (+ACP),,,ITJ243,,-5.014103413,3.207463264
2245,2245,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-K,,Aso Caldera (+ACP),,,ITJ243,,-5.005102158,3.245573521
2246,2246,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ243,,-4.949090004,3.243285894
2247,2247,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-M,,Aso Caldera (+ACP),,,ITJ244,,-5.009542465,3.202283382
2248,2248,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ244,,-4.977751255,3.236455441
2249,2249,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ244,,-4.939405918,3.240730047
2250,2250,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ244,,-5.00015974,3.22632575
2251,2251,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-M,,Aso Caldera (+ACP),,,ITJ244,,-4.992977619,3.220633984
2252,2252,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ244,,-5.04818821,3.05855608
2253,2253,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ244,,-4.912518978,3.263203859
2254,2254,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ244,,-5.036948681,3.146602154
2255,2255,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.331222534,-4.415467739
2256,2256,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.362738132,-4.463681221
2257,2257,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.369655132,-4.424232006
2258,2258,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-0.184273645,-3.352522612
2259,2259,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.4133811,-4.362141132
2260,2260,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.443152428,-4.221857548
2261,2261,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.366558552,-4.434234142
2262,2262,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-0.142163858,-3.31518507
2263,2263,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.373356342,-4.391665459
2264,2264,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.417199612,-3.912370205
2265,2265,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.379013538,-4.409462452
2266,2266,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.393415451,-4.264148712
2267,2267,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.381678104,-4.416555405
2268,2268,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.411505222,-4.31172514
2269,2269,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.374659061,-4.335980415
2270,2270,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.428385735,-4.288978577
2271,2271,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.395967007,-4.413737774
2272,2272,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.384036541,-4.325682163
2273,2273,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.405578613,-4.411022663
2274,2274,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.392849922,-4.394366741
2275,2275,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.401786804,-4.412635326
2276,2276,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.392941475,-4.428761959
2277,2277,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.404137135,-4.405174732
2278,2278,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.394817352,-4.186757565
2279,2279,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.39710331,-4.415766716
2280,2280,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.380639553,-4.371382713
2281,2281,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.399596691,-4.381639004
2282,2282,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,0.386775464,-3.728174686
2283,2283,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-N,,Aso Caldera (+ACP),,,ITJ245,,-5.391592503,-4.414601326
2284,2284,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ254,,-5.251161098,2.8002038
2285,2285,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ254,,-5.301185131,2.687198877
2286,2286,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ254,,-5.242690086,2.740002871
2287,2287,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ254,,-5.321306229,2.687891006
2288,2288,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ254,,-5.261637688,2.791489363
2289,2289,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ254,,-5.259245872,2.782403469
2290,2290,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ254,,-5.294972897,2.693629503
2291,2291,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ254,,-5.067583561,2.87852335
2292,2292,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ254,,-5.055769444,2.865730524
2293,2293,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ254,,-5.236053467,2.799689531
2294,2294,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,,,Aso Caldera (+ACP),,,ITJ254,,-5.250868797,2.813971996
2295,2295,Albert et al. 2019,"Albert, P.G., Smith, V.C., Suzuki, T., McLean, D., et al. (2019). Geochemical characterisation of the Late Quaternary widespread Japanese tephrostratigraphic markers and correlations to the Lake Suigetsu sedimentary archive (SG06 core). Quat. Geochron. 52, 103–131. DOI: 10.1016/j.quageo.2019.01.005",Japan,Japan,https://doi.org/10.1016/j.quageo.2019.01.005,Aso-3,,Aso Caldera (+ACP),,,ITJ254,,-5.19664669,2.840168238
