UID,Row_ID,Data citation,Full citation,Region,Region Label,URL,Tephra,Volcanic Zone,Volcanic source,Site,Depth,Sample_ID,Point_ID,UMAP_VARG25_2D_1,UMAP_VARG25_2D_2
1,1,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,350,Lv29-110,,1.146792412,-0.087472878
2,2,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,350,Lv29-110,,1.479468703,0.594370902
3,3,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,350,Lv29-110,,1.551318645,0.479140788
4,4,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,350,Lv29-110,,1.359701037,0.259933442
5,5,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,350,Lv29-110,,1.252862096,0.111584432
6,6,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,,,Kurile Lake caldera,,350,Lv29-110,,-3.436586618,-3.985701561
7,7,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,350,Lv29-110,,1.631714463,0.454467803
8,8,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,350,Lv29-110,,1.458642483,0.269096226
9,9,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,350,Lv29-110,,0.96860826,-0.373493016
10,10,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,,,Kurile Lake caldera,,350,Lv29-110,,1.200768471,0.095794208
11,11,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,,,Kurile Lake caldera,,350,Lv29-110,,1.64363277,0.441999584
12,12,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,350,Lv29-110,,1.434018373,0.352331907
13,13,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,350,Lv29-110,,1.639555216,0.44109714
14,14,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,350,Lv29-110,,1.389869094,0.339484394
15,15,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,350,Lv29-110,,1.303828478,0.194736585
16,16,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,350,Lv29-110,,0.965220094,0.337827832
17,17,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,350,Lv29-110,,1.534201622,0.429262161
18,18,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,350,Lv29-110,,1.186673045,-0.087339215
19,19,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,350,Lv29-110,,1.323625922,0.173302591
20,20,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,350,Lv29-110,,1.255166531,0.208097607
21,21,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,545,Lv55-9,,1.214598656,0.210819691
22,22,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,545,Lv55-9,,1.311658502,0.173075974
23,23,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,545,Lv55-9,,1.49720645,0.323767483
24,24,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,545,Lv55-9,,1.598920584,0.41630429
25,25,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,545,Lv55-9,,0.787994027,0.157191202
26,26,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,545,Lv55-9,,1.028801918,-2.840898275
27,27,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,545,Lv55-9,,1.467047691,0.342641354
28,28,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,545,Lv55-9,,1.439898252,0.277585834
29,29,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,,,Kurile Lake caldera,,545,Lv55-9,,1.507372379,0.312533915
30,30,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,545,Lv55-9,,1.499659777,0.356863171
31,31,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,545,Lv55-9,,0.865608931,-3.016704559
32,32,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,545,Lv55-9,,1.386636257,0.176467612
33,33,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,545,Lv55-9,,1.267016172,0.364899307
34,34,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,545,Lv55-9,,1.357967496,0.395994723
35,35,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,545,Lv55-9,,0.854118466,-2.888860703
36,36,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,545,Lv55-9,,1.011477709,-0.313674062
37,37,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,545,Lv55-9,,1.168270946,-0.094904996
38,38,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",Kamchatka,https://doi.org/10.1016/j.quaint.2016.07.004,KO,,Kurile Lake caldera,,545,Lv55-9,,0.434092492,1.100086689
39,39,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,N,,,,278-279,GC12-6a,,6.392270565,1.667459726
40,40,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,N,,,,278-279,GC12-6a,,6.311557293,1.821572542
41,41,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,N,,,,278-279,GC12-6a,,6.171851635,1.761580706
42,42,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,,,,,278-279,GC12-6a,,6.1957798,1.653366089
43,43,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,N,,,,278-279,GC12-6a,,6.464071751,1.309119105
44,44,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,N,,,,278-279,GC12-6a,,6.386814594,1.371796846
45,45,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,N,,,,278-279,GC12-6a,,6.528552532,1.306082368
46,46,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,N,,,,278-279,GC12-6a,,6.365848064,1.438998103
47,47,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,N,,,,278-279,GC12-6a,,5.322896481,1.461908579
48,48,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,,,,,278-279,GC12-6a,,5.122711658,1.305364013
49,49,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,,,,,278-279,GC12-6a,,5.146934032,1.582645774
50,50,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,,,,,278-279,GC12-6a,,5.567005634,1.264494419
51,51,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,N,,,,278-279,GC12-6a,,6.364361763,1.563678503
52,52,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,,,,,278-279,GC12-6a,,6.21729517,1.644369841
53,53,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,N,,,,278-279,GC12-6a,,5.248831272,1.593104482
54,54,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,TR(Zv),,,,453-456,9301,,4.857407093,1.337027073
55,55,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,TR(Zv),,,,453-456,9301,,4.637239933,1.464295864
56,56,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,TR(Zv),,,,453-456,9301,,4.849982262,1.367863059
57,57,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,TR(Zv),,,,453-456,9301,,4.862393856,1.329605937
58,58,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,TR(Zv),,,,453-456,9301,,4.651154518,1.407995701
59,59,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,TR(Zv),,,,453-456,9301,,4.632007599,1.484908581
60,60,Derkachev et al. (2016),"Derkachev, A.N., Nikolaeva, N.A., Gorbarenko, S.A., Portnyagin, M.V., et al. (2016). Tephra layers in the quaternary deposits of the Sea of Okhotsk. Quat. Int. 425, 248–272. DOI: 10.1016/j.quaint.2016.07.004","Sea of Oshkosh; Kamchatka, Kurile and Japanese Islands",,https://doi.org/10.1016/j.quaint.2016.07.004,TR(Zv),,,,453-456,9301,,4.863273144,1.307093382
